filename,label,length,perceptr_var,chroma_stft_mean,mfcc4_mean,chroma_stft_var,rms_var
blues.00000.wav,0,661794,0.0056981821544468,0.3500881195068359,42.36642074584961,0.0887565687298774,0.0028266964945942
blues.00001.wav,0,661794,0.0030631716363132,0.3409135937690735,35.877647399902344,0.0949802547693252,0.0023727391380816
blues.00002.wav,0,661794,0.0074576260522007,0.3636371791362762,31.68433380126953,0.0852751955389976,0.0027459163684397
blues.00003.wav,0,661794,0.0027121980674564,0.4047847092151642,26.859079360961918,0.0939990356564521,0.0063463463447988
blues.00004.wav,0,661794,0.0030938994605094,0.3085260391235351,22.1480712890625,0.0878409817814827,0.0023033977486193
blues.00005.wav,0,661794,0.0032420435454696,0.3024562895298004,30.76239776611328,0.0875323787331581,0.0039805080741643
blues.00006.wav,0,661794,0.0059539419598877,0.2913279831409454,33.02903366088867,0.0939813256263732,0.0088031888008117
blues.00007.wav,0,661794,0.0048386584967374,0.3079547882080078,39.9842414855957,0.0929028764367103,0.0055311433970928
blues.00008.wav,0,661794,0.0034653819166123,0.4088792204856872,46.13106536865234,0.0865124762058258,0.0015071560628712
blues.00009.wav,0,661794,0.0016769290668889,0.2739503979682922,39.0142707824707,0.0923159644007682,0.0043468647636473
blues.00010.wav,0,661794,0.0039754891768097,0.3039933145046234,26.97843170166016,0.0947029367089271,0.0092002768069505
blues.00011.wav,0,661794,0.0006336736259981,0.367152065038681,33.65740966796875,0.1023287549614906,0.0024999103043228
blues.00012.wav,0,661794,0.0026330249384045,0.269391119480133,60.970924377441406,0.0939016491174697,0.004052797332406
blues.00013.wav,0,661794,0.0016045791562646,0.2647128105163574,47.01090621948242,0.0911757424473762,0.0041889180429279
blues.00014.wav,0,661794,0.0011997410329058,0.3290363252162933,45.0337028503418,0.1081114560365676,0.0027169699314981
blues.00015.wav,0,661794,0.0023355626035481,0.2696904242038727,42.29069519042969,0.0949893817305564,0.0028289724141359
