filename,label,perceptr_var,perceptr_mean,mfcc4_mean,harmony_mean,chroma_stft_mean,harmony_var,tempo,mfcc9_mean,spectral_bandwidth_mean,mfcc6_mean,rms_var,mfcc11_mean,mfcc3_mean,mfcc7_mean,chroma_stft_var,mfcc1_var,mfcc8_mean,mfcc3_var,mfcc5_var,mfcc12_mean
blues.00000.0.wav,0,0.0055351927876472,-6.816183304181322e-05,41.32148361206055,-7.848480163374916e-05,0.3354063630104065,0.0083535900339484,129.19921875,-14.633434295654297,1972.7443881356733,20.115140914916992,0.0035210042260587,-9.70827865600586,-23.443723678588867,-16.04541015625,0.0910482928156852,2440.28662109375,17.85519790649414,364.0817260742188,152.963134765625,10.18387508392334
blues.00000.1.wav,0,0.0048535047098994,-0.0001033452499541,50.12838745117188,-9.894942195387556e-05,0.3430653512477875,0.004950363188982,123.046875,-12.465917587280272,2010.0515008132973,21.385400772094727,0.0014496854273602,-11.73255443572998,-20.718019485473636,-15.960796356201172,0.0861465260386467,2038.34423828125,19.454103469848636,231.97976684570312,139.2431182861328,8.145000457763672
blues.00000.2.wav,0,0.0043569784611463,6.5055770392064e-05,50.18929290771485,-6.564203067682683e-05,0.346814751625061,0.0124759310856461,123.046875,-13.216636657714844,2084.5651317448537,24.650375366210938,0.004620399326086,-7.991464614868164,-14.81166648864746,-13.506104469299316,0.0922428891062736,3798.5322265625,15.643385887145996,192.4480743408203,128.37689208984375,11.853962898254396
blues.00000.3.wav,0,0.0059267855249345,1.8252801964990795e-05,39.76930618286133,-1.3756884072790854e-05,0.3636387884616852,0.0083182463422417,123.046875,-13.755462646484377,1960.0399882877423,20.4681339263916,0.0024475634563714,-12.648886680603027,-18.75833511352539,-14.563447952270508,0.0868561565876007,2508.781005859375,18.74510383605957,109.35752868652344,144.39822387695312,10.38931369781494
blues.00000.4.wav,0,0.0058326870203018,-0.0001059828355209,40.1717529296875,4.0538587199989706e-05,0.3355794250965118,0.0096341138705611,123.046875,-18.274682998657227,1948.503884411432,18.734617233276367,0.0017008861759677,-5.792194366455078,-19.961748123168945,-15.619380950927734,0.0881285443902015,2118.919921875,19.20796585083008,171.87875366210938,102.65122985839844,17.04543685913086
blues.00000.5.wav,0,0.0055010481737554,-0.0002542634319979,47.21832275390625,-3.949811070924625e-05,0.3766697347164154,0.0082083260640501,129.19921875,-12.423593521118164,2152.767854214608,19.724773406982425,0.0035825634840875,-10.47211456298828,-13.614381790161133,-13.57834815979004,0.0897021070122718,1920.3602294921875,15.337599754333496,93.95785522460938,114.28267669677734,9.367176055908203
blues.00000.6.wav,0,0.0072083827108144,0.0002138055715477,42.79658889770508,-5.285390579956584e-05,0.3799087405204773,0.0070076184347271,123.046875,-16.100749969482422,2146.503479192859,22.849124908447266,0.0031662711407989,-10.30678367614746,-20.812578201293945,-16.340839385986328,0.0888273119926452,3051.967041015625,18.391414642333984,241.7772521972656,125.25289916992188,11.569771766662598
blues.00000.7.wav,0,0.0057449433952569,-8.971934585133567e-05,38.8380126953125,1.8976545106852427e-05,0.3318799436092376,0.0096670230850577,123.046875,-17.368362426757812,1979.3876121320984,17.81919288635254,0.0025459420867264,-9.058530807495115,-20.28654670715332,-16.39320945739746,0.092118851840496,1993.800537109375,16.744558334350586,240.8697967529297,191.9271697998047,11.668596267700195
blues.00000.8.wav,0,0.0070050153881311,-5.871952453162521e-05,42.99452972412109,-8.13913211459294e-05,0.3478773832321167,0.0076127261854708,123.046875,-13.093650817871094,1887.619723142195,19.90250587463379,0.0025381641462445,-10.417048454284668,-31.377763748168945,-18.395944595336918,0.0942091718316078,1945.646728515625,18.18878555297852,337.1656494140625,178.80691528320312,8.280641555786133
blues.00000.9.wav,0,0.0044688270427286,0.0001660402485867,53.65889739990234,-0.0001172478805528,0.3580612540245056,0.0061612748540937,123.046875,-13.6771240234375,1874.1957101296143,23.62383270263672,0.0018460209248587,-15.09278392791748,-32.456787109375,-20.049434661865234,0.0829570963978767,3038.3125,15.453572273254396,155.98602294921875,130.0530242919922,9.418168067932127
blues.00001.0.wav,0,0.0029129318427294,-4.990868546883576e-05,45.69783020019531,2.496467277524061e-05,0.4024008810520172,0.005690183956176,103.359375,-1.4951348304748535,1921.306191551141,24.939197540283203,0.0038755554705858,0.5579402446746826,17.07664680480957,-1.2333601713180542,0.0903397426009178,15292.0400390625,23.8073844909668,522.3668212890625,177.5983123779297,9.954864501953123
blues.00001.1.wav,0,0.0025895223952829,-1.5518999134656042e-05,36.38154602050781,8.26028554001823e-06,0.345507264137268,0.0047744382172822,67.99958881578948,-14.993206977844238,2091.43292828087,20.63302993774414,0.0014947119634598,-7.494359493255615,8.825742721557617,-14.329911231994627,0.0910368487238884,5132.73193359375,30.41994857788086,778.3348388671875,159.13873291015625,12.804011344909668
blues.00001.2.wav,0,0.0029347813688218,-0.0002876023936551,45.24127960205078,0.0002152504021069,0.3381186425685882,0.0051764398813247,107.666015625,-4.386570930480957,1508.00880632517,11.126819610595703,0.0013856466393917,-5.121063709259033,-32.46928405761719,-7.260542869567871,0.0836818367242813,4885.876953125,20.828264236450195,891.6658325195312,158.45628356933594,1.917724370956421
