filename,label,perceptr_var,perceptr_mean,mfcc4_mean,harmony_mean,chroma_stft_mean,harmony_var
blues.00000.0.wav,0,0.0055351927876472,-6.816183304181322e-05,41.32148361206055,-7.848480163374916e-05,0.3354063630104065,0.0083535900339484
blues.00000.1.wav,0,0.0048535047098994,-0.0001033452499541,50.12838745117188,-9.894942195387556e-05,0.3430653512477875,0.004950363188982
blues.00000.2.wav,0,0.0043569784611463,6.5055770392064e-05,50.18929290771485,-6.564203067682683e-05,0.346814751625061,0.0124759310856461
blues.00000.3.wav,0,0.0059267855249345,1.8252801964990795e-05,39.76930618286133,-1.3756884072790854e-05,0.3636387884616852,0.0083182463422417
blues.00000.4.wav,0,0.0058326870203018,-0.0001059828355209,40.1717529296875,4.0538587199989706e-05,0.3355794250965118,0.0096341138705611
blues.00000.5.wav,0,0.0055010481737554,-0.0002542634319979,47.21832275390625,-3.949811070924625e-05,0.3766697347164154,0.0082083260640501
blues.00000.6.wav,0,0.0072083827108144,0.0002138055715477,42.79658889770508,-5.285390579956584e-05,0.3799087405204773,0.0070076184347271
blues.00000.7.wav,0,0.0057449433952569,-8.971934585133567e-05,38.8380126953125,1.8976545106852427e-05,0.3318799436092376,0.0096670230850577
blues.00000.8.wav,0,0.0070050153881311,-5.871952453162521e-05,42.99452972412109,-8.13913211459294e-05,0.3478773832321167,0.0076127261854708
blues.00000.9.wav,0,0.0044688270427286,0.0001660402485867,53.65889739990234,-0.0001172478805528,0.3580612540245056,0.0061612748540937
blues.00001.0.wav,0,0.0029129318427294,-4.990868546883576e-05,45.69783020019531,2.496467277524061e-05,0.4024008810520172,0.005690183956176
blues.00001.1.wav,0,0.0025895223952829,-1.5518999134656042e-05,36.38154602050781,8.26028554001823e-06,0.345507264137268,0.0047744382172822
blues.00001.2.wav,0,0.0029347813688218,-0.0002876023936551,45.24127960205078,0.0002152504021069,0.3381186425685882,0.0051764398813247
blues.00001.3.wav,0,0.0032604439184069,-5.840653102495708e-05,32.42229461669922,0.0001563941186759,0.3307505249977112,0.0040994710288941
blues.00001.4.wav,0,0.0027575606945902,-0.0001708919298835,32.70881271362305,0.0001949275902006,0.3480269908905029,0.004171185195446
blues.00001.5.wav,0,0.0033907908946275,-0.0002104347513522,40.504520416259766,0.0001843342324718,0.3294350206851959,0.0041653695516288
blues.00001.6.wav,0,0.0035920676309615,-0.0001923806703416,43.27946853637695,0.0001660025009186,0.3436661958694458,0.0037672014441341
blues.00001.7.wav,0,0.0037010847590863,-0.0002975251700263,32.8272705078125,0.0002200680610258,0.3277317583560943,0.0066450447775423
blues.00001.8.wav,0,0.0024289111606776,-5.8746325521497056e-05,42.00278472900391,0.0001595693611307,0.3294280469417572,0.0073220306076109
blues.00001.9.wav,0,0.0028774440288543,-0.0001756048877723,37.68063354492188,1.9674476789077744e-05,0.2929868698120117,0.0055687963031232
blues.00002.0.wav,0,0.0067148497328162,-2.0814345589315053e-06,34.96403884887695,1.1503933592393878e-06,0.3666137754917145,0.0105061614885926
blues.00002.1.wav,0,0.0070166778750717,-0.0001283408346353,35.38069534301758,-1.225438518304145e-05,0.3844611048698425,0.0125802047550678
blues.00002.2.wav,0,0.0072467247955501,-0.0001356882276013,35.830570220947266,6.770973868697183e-06,0.3790428042411804,0.0155792674049735
blues.00002.3.wav,0,0.0079028569161891,3.03647575492505e-05,36.71537780761719,5.00154092151206e-05,0.3970779478549957,0.014479593373835
blues.00002.4.wav,0,0.0084782429039478,3.075530912610702e-05,36.916934967041016,1.2221448741911445e-05,0.3606832921504974,0.0163450390100479
blues.00002.5.wav,0,0.0065883896313607,-6.605376256629825e-05,41.25550842285156,-3.282327816123143e-05,0.3640353083610534,0.0117218252271413
blues.00002.6.wav,0,0.0055845766328275,0.0001102268288377,28.03311538696289,2.845331073331181e-05,0.2995894849300384,0.0183281805366277
blues.00002.7.wav,0,0.0075538698583841,-0.0001896230824058,27.72355079650879,-5.5333755881292745e-05,0.3615077435970306,0.0210455618798732
blues.00002.8.wav,0,0.0083579234778881,-9.530990610073786e-06,29.746395111083984,-1.6796731870272197e-05,0.3343314826488495,0.0241912342607975
blues.00002.9.wav,0,0.008447109721601,6.812942046963144e-06,26.985929489135746,-1.083811730495654e-05,0.3918114304542541,0.0195526145398616
blues.00003.0.wav,0,0.0018712863093242,3.36035736836493e-05,25.90138435363769,-2.102149483107496e-05,0.3691373765468597,0.0226947981864213
blues.00003.1.wav,0,0.0023521864786744,-3.47316381521523e-05,31.05580711364746,3.713222724854859e-07,0.3915866911411285,0.0234329104423522
blues.00003.2.wav,0,0.0023460388183593,-2.9069958600302925e-06,24.852191925048828,-1.3956347402199754e-06,0.4219943284988403,0.0199267826974391
