filename,label,rms_mean,mfcc4_mean,mfcc5_mean,chroma_stft_mean,mfcc3_mean,mfcc6_mean,rolloff_mean,mfcc9_mean,mfcc1_mean,spectral_bandwidth_mean,mfcc7_mean,perceptr_mean,rms_var,perceptr_var,zero_crossing_rate_mean,tempo,mfcc9_var,harmony_var,mfcc10_mean,mfcc14_mean
blues.00000.0.wav,0,0.1304050236940384,41.32148361206055,-5.976108074188232,0.3354063630104065,-23.443723678588867,20.115140914916992,3714.560359074519,-14.633434295654297,-118.62791442871094,1972.7443881356733,-16.04541015625,-6.816183304181322e-05,0.0035210042260587,0.0055351927876472,0.0818509615384615,129.19921875,83.4372329711914,0.0083535900339484,10.270526885986328,8.417439460754395
blues.00000.1.wav,0,0.1126992478966713,50.12838745117188,-11.33330249786377,0.3430653512477875,-20.718019485473636,21.385400772094727,3869.6822415865386,-12.465917587280272,-125.59070587158205,2010.0515008132973,-15.960796356201172,-0.0001033452499541,0.0014496854273602,0.0048535047098994,0.0871732271634615,123.046875,68.27152252197266,0.004950363188982,17.898168563842773,8.397150039672852
blues.00000.2.wav,0,0.1320033818483352,50.18929290771485,-0.6808194518089294,0.346814751625061,-14.81166648864746,24.650375366210938,3997.63916015625,-13.216636657714844,-132.4419403076172,2084.5651317448537,-13.506104469299316,6.5055770392064e-05,0.004620399326086,0.0043569784611463,0.0713829627403846,123.046875,120.30878448486328,0.0124759310856461,10.406024932861328,6.571109771728516
blues.00000.3.wav,0,0.1325647234916687,39.76930618286133,-13.260425567626951,0.3636387884616852,-18.75833511352539,20.4681339263916,3568.3002178485576,-13.755462646484377,-118.23108673095705,1960.0399882877423,-14.563447952270508,1.8252801964990795e-05,0.0024475634563714,0.0059267855249345,0.0694260817307692,123.046875,73.86857604980469,0.0083182463422417,12.993759155273438,9.156192779541016
blues.00000.4.wav,0,0.1432888060808181,40.1717529296875,-14.271939277648926,0.3355794250965118,-19.961748123168945,18.734617233276367,3469.992863581731,-18.274682998657227,-105.96837615966795,1948.503884411432,-15.619380950927734,-0.0001059828355209,0.0017008861759677,0.0058326870203018,0.0700946514423077,123.046875,95.30099487304688,0.0096341138705611,14.316693305969238,5.705521106719971
blues.00000.5.wav,0,0.1326178014278412,47.21832275390625,-12.299808502197266,0.3766697347164154,-13.614381790161133,19.724773406982425,4371.985614483173,-12.423593521118164,-100.75279235839844,2152.767854214608,-13.57834815979004,-0.0002542634319979,0.0035825634840875,0.0055010481737554,0.0924203725961538,129.19921875,46.99495697021485,0.0082083260640501,12.252741813659668,6.704868793487549
blues.00000.6.wav,0,0.1303347796201706,42.79658889770508,-9.79063606262207,0.3799087405204773,-20.812578201293945,22.849124908447266,4325.0266676682695,-16.100749969482422,-101.77303314208984,2146.503479192859,-16.340839385986328,0.0002138055715477,0.0031662711407989,0.0072083827108144,0.0895733173076923,123.046875,80.86858367919922,0.0070076184347271,15.335210800170898,7.370623588562012
blues.00000.7.wav,0,0.140600323677063,38.8380126953125,-12.65810489654541,0.3318799436092376,-20.28654670715332,17.81919288635254,3625.280386117789,-17.368362426757812,-109.16507720947266,1979.3876121320984,-16.39320945739746,-8.971934585133567e-05,0.0025459420867264,0.0057449433952569,0.0709359975961538,123.046875,83.38916778564453,0.0096670230850577,11.820992469787598,7.482486724853516
blues.00000.8.wav,0,0.1331299096345901,42.99452972412109,-6.005670070648193,0.3478773832321167,-31.377763748168945,19.90250587463379,3586.9347205528848,-13.093650817871094,-113.37319946289062,1887.619723142195,-18.395944595336918,-5.871952453162521e-05,0.0025381641462445,0.0070050153881311,0.0876690204326923,123.046875,64.82707214355469,0.0076127261854708,13.785285949707031,5.982778072357178
blues.00000.9.wav,0,0.1153120622038841,53.65889739990234,-1.761399507522583,0.3580612540245056,-32.456787109375,23.62383270263672,3505.522648737981,-13.6771240234375,-125.53290557861328,1874.1957101296143,-20.049434661865234,0.0001660402485867,0.0018460209248587,0.0044688270427286,0.1017765925480769,123.046875,42.246829986572266,0.0061612748540937,11.425658226013184,9.792022705078123
blues.00001.0.wav,0,0.0930236726999282,45.69783020019531,15.693329811096191,0.4024008810520172,17.07664680480957,24.939197540283203,2890.2527794471152,-1.4951348304748535,-266.1217956542969,1921.306191551141,-1.2333601713180542,-4.990868546883576e-05,0.0038755554705858,0.0029129318427294,0.0395658052884615,103.359375,224.8501739501953,0.005690183956176,11.281847953796388,5.293601512908936
blues.00001.1.wav,0,0.0946564152836799,36.38154602050781,-8.4437894821167,0.345507264137268,8.825742721557617,20.63302993774414,3479.185884915865,-14.993206977844238,-202.10739135742188,2091.43292828087,-14.329911231994627,-1.5518999134656042e-05,0.0014947119634598,0.0025895223952829,0.0499924879807692,67.99958881578948,125.91967010498048,0.0047744382172822,11.48940086364746,13.501757621765137
blues.00001.2.wav,0,0.0977760180830955,45.24127960205078,9.38596248626709,0.3381186425685882,-32.46928405761719,11.126819610595703,2557.06787109375,-4.386570930480957,-197.39410400390625,1508.00880632517,-7.260542869567871,-0.0002876023936551,0.0013856466393917,0.0029347813688218,0.0773024338942307,107.666015625,89.84298706054688,0.0051764398813247,11.638187408447266,0.3453466296195984
blues.00001.3.wav,0,0.0853652134537696,32.42229461669922,4.057207584381104,0.3307505249977112,0.3420464694499969,29.958297729492188,3227.9927884615386,-11.111711502075195,-228.1946258544922,1906.4542471616749,-10.398886680603027,-5.840653102495708e-05,0.0026413903106004,0.0032604439184069,0.0558856670673076,112.34714673913044,160.77700805664062,0.0040994710288941,12.961431503295898,0.5187771320343018
blues.00001.4.wav,0,0.0884370654821395,32.70881271362305,-4.65078592300415,0.3480269908905029,2.347721576690674,26.741918563842773,4099.673414963942,-15.700474739074709,-205.457275390625,2150.7383153731344,-18.54672622680664,-0.0001708919298835,0.0022042943164706,0.0027575606945902,0.0653019831730769,161.4990234375,168.71630859375,0.004171185195446,16.947418212890625,3.8730719089508057
blues.00001.5.wav,0,0.093200959265232,40.504520416259766,-2.70939040184021,0.3294350206851959,20.93010139465332,28.33318901062012,3682.591834435096,-15.443907737731934,-223.84735107421875,2189.6389684531982,-11.69336223602295,-0.0002104347513522,0.0019288375042378,0.0033907908946275,0.0378042367788461,184.5703125,111.115478515625,0.0041653695516288,15.186976432800291,4.8350830078125
blues.00001.6.wav,0,0.0897827446460723,43.27946853637695,2.477446317672729,0.3436661958694458,14.562289237976074,25.57522964477539,3832.247596153846,-14.86262321472168,-219.9898376464844,2183.513314874532,-12.693641662597656,-0.0001923806703416,0.0021734668407589,0.0035920676309615,0.0518103966346153,107.666015625,133.0015869140625,0.0037672014441341,18.47591590881348,7.235404968261719
blues.00001.7.wav,0,0.1106326505541801,32.8272705078125,-8.256227493286133,0.3277317583560943,14.514216423034668,26.033601760864254,4509.13555438702,-16.80413818359375,-170.4571990966797,2326.8102638444843,-14.015814781188965,-0.0002975251700263,0.0033055902458727,0.0037010847590863,0.0706017127403846,69.83741554054055,119.43412017822266,0.0066450447775423,17.889190673828125,7.168212890625
blues.00001.8.wav,0,0.1110127046704292,42.00278472900391,-8.929672241210938,0.3294280469417572,5.621678829193115,22.54095458984375,3973.0416165865386,-18.3701114654541,-166.2305450439453,2168.031814104327,-16.070383071899414,-5.8746325521497056e-05,0.0010719526326283,0.0024289111606776,0.0591346153846153,103.359375,106.9203643798828,0.0073220306076109,13.67587184906006,7.797155380249023
blues.00001.9.wav,0,0.0949240550398826,37.68063354492188,0.3954037129878998,0.2929868698120117,4.972542762756348,26.334383010864254,3187.907902644231,-10.184649467468262,-218.00865173339844,1929.3190865924616,-5.369715690612793,-0.0001756048877723,0.0030306265689432,0.0028774440288543,0.047119140625,66.25600961538461,132.80514526367188,0.0055687963031232,9.639338493347168,4.74372148513794
blues.00002.0.wav,0,0.1522057503461837,34.96403884887695,-17.727550506591797,0.3666137754917145,-25.80622100830078,27.805011749267575,3297.5615985576924,-13.245162963867188,-114.2937240600586,1794.8562360311869,-16.660757064819336,-2.0814345589315053e-06,0.0024669556878507,0.0067148497328162,0.0779860276442307,161.4990234375,70.72964477539062,0.0105061614885926,5.50121545791626,-3.890743970870972
blues.00002.1.wav,0,0.1674048155546188,35.38069534301758,-17.693628311157227,0.3844611048698425,-22.985076904296875,24.961715698242188,2662.497746394231,-10.345073699951172,-104.854248046875,1658.0574494761047,-9.778364181518556,-0.0001283408346353,0.0013621614780277,0.0070166778750717,0.0592848557692307,161.4990234375,84.0350112915039,0.0125802047550678,8.054882049560547,-1.108559250831604
blues.00002.2.wav,0,0.1762369275093078,35.830570220947266,-20.534767150878903,0.3790428042411804,-30.516008377075195,29.356813430786133,3222.940767728365,-13.439644813537598,-83.08711242675781,1779.645050937835,-16.26589584350586,-0.0001356882276013,0.0019240187248215,0.0072467247955501,0.0743088942307692,161.4990234375,60.754493713378906,0.0155792674049735,10.932472229003906,1.1825159788131714
blues.00002.3.wav,0,0.1777229905128479,36.71537780761719,-18.03777313232422,0.3970779478549957,-29.35560417175293,27.03862571716309,2860.768855168269,-12.890933990478516,-88.19084930419922,1690.1355272904257,-12.609095573425291,3.03647575492505e-05,0.0018083052709698,0.0079028569161891,0.065264423076923,161.4990234375,75.9422607421875,0.014479593373835,10.958491325378418,-0.7350136041641235
blues.00002.4.wav,0,0.1839025318622589,36.916934967041016,-18.71418190002441,0.3606832921504974,-32.49907302856445,27.36281394958496,3057.4663837139424,-13.052604675292969,-84.44549560546875,1726.643189302377,-14.73155403137207,3.075530912610702e-05,0.0015072511741891,0.0084782429039478,0.0767578125,161.4990234375,75.56315612792969,0.0163450390100479,9.008962631225586,-3.248631000518799
blues.00002.5.wav,0,0.1523639410734176,41.25550842285156,-15.019600868225098,0.3640353083610534,-31.94019317626953,26.629793167114254,3174.5738807091348,-15.002842903137209,-119.53064727783205,1730.7467227078714,-17.991947174072266,-6.605376256629825e-05,0.0019232174381613,0.0065883896313607,0.0737943209134615,151.99908088235293,97.07974243164062,0.0117218252271413,8.48086929321289,-0.5477054119110107
blues.00002.6.wav,0,0.170790210366249,28.03311538696289,-13.97769832611084,0.2995894849300384,-41.4438362121582,23.500225067138672,2552.76123046875,-11.990466117858888,-104.77240753173828,1517.3119719337642,-12.348630905151367,0.0001102268288377,0.0019167644204571,0.0055845766328275,0.0776442307692307,161.4990234375,68.70336151123047,0.0183281805366277,9.311973571777344,-2.8921968936920166
blues.00002.7.wav,0,0.1909429132938385,27.72355079650879,-11.319300651550291,0.3615077435970306,-31.508281707763672,27.42191696166992,2927.1905048076924,-14.192964553833008,-73.36137390136719,1788.9192191081609,-17.385711669921875,-0.0001896230824058,0.0031156316399574,0.0075538698583841,0.078252704326923,161.4990234375,34.075767517089844,0.0210455618798732,16.73733139038086,4.4322285652160645
blues.00002.8.wav,0,0.1969973891973495,29.746395111083984,-11.676080703735352,0.3343314826488495,-31.36839866638184,29.738370895385746,3323.4842623197114,-15.90507984161377,-73.6122817993164,1880.3136834669172,-20.083744049072266,-9.530990610073786e-06,0.0039422404952347,0.0083579234778881,0.0899489182692307,161.4990234375,27.219038009643555,0.0241912342607975,16.116044998168945,2.7806620597839355
