filename,label,perceptr_var,chroma_stft_mean,perceptr_mean,mfcc4_mean,rms_var,mfcc9_mean,harmony_mean,mfcc6_mean,mfcc1_var,mfcc3_mean,mfcc12_mean,spectral_bandwidth_mean,mfcc11_mean,mfcc8_mean,mfcc7_mean,harmony_var,mfcc5_var,mfcc3_var,mfcc13_mean,rolloff_var
blues.00000.0.wav,0,0.0055351927876472,0.3354063630104065,-6.816183304181322e-05,41.32148361206055,0.0035210042260587,-14.633434295654297,-7.848480163374916e-05,20.115140914916992,2440.28662109375,-23.443723678588867,10.18387508392334,1972.7443881356733,-9.70827865600586,17.85519790649414,-16.04541015625,0.0083535900339484,152.963134765625,364.0817260742188,-4.681614398956299,1080789.8855805043
blues.00000.1.wav,0,0.0048535047098994,0.3430653512477875,-0.0001033452499541,50.12838745117188,0.0014496854273602,-12.465917587280272,-9.894942195387556e-05,21.385400772094727,2038.34423828125,-20.718019485473636,8.145000457763672,2010.0515008132973,-11.73255443572998,19.454103469848636,-15.960796356201172,0.004950363188982,139.2431182861328,231.97976684570312,-7.717750549316406,672244.7602729121
blues.00000.2.wav,0,0.0043569784611463,0.346814751625061,6.5055770392064e-05,50.18929290771485,0.004620399326086,-13.216636657714844,-6.564203067682683e-05,24.650375366210938,3798.5322265625,-14.81166648864746,11.853962898254396,2084.5651317448537,-7.991464614868164,15.643385887145996,-13.506104469299316,0.0124759310856461,128.37689208984375,192.4480743408203,-4.677677154541016,790712.679630518
blues.00000.3.wav,0,0.0059267855249345,0.3636387884616852,1.8252801964990795e-05,39.76930618286133,0.0024475634563714,-13.755462646484377,-1.3756884072790854e-05,20.4681339263916,2508.781005859375,-18.75833511352539,10.38931369781494,1960.0399882877423,-12.648886680603027,18.74510383605957,-14.563447952270508,0.0083182463422417,144.39822387695312,109.35752868652344,-4.362738609313965,921652.4005015574
blues.00000.4.wav,0,0.0058326870203018,0.3355794250965118,-0.0001059828355209,40.1717529296875,0.0017008861759677,-18.274682998657227,4.0538587199989706e-05,18.734617233276367,2118.919921875,-19.961748123168945,17.04543685913086,1948.503884411432,-5.792194366455078,19.20796585083008,-15.619380950927734,0.0096341138705611,102.65122985839844,171.87875366210938,-5.681398868560791,610211.0618210402
blues.00000.5.wav,0,0.0055010481737554,0.3766697347164154,-0.0002542634319979,47.21832275390625,0.0035825634840875,-12.423593521118164,-3.949811070924625e-05,19.724773406982425,1920.3602294921875,-13.614381790161133,9.367176055908203,2152.767854214608,-10.47211456298828,15.337599754333496,-13.57834815979004,0.0082083260640501,114.28267669677734,93.95785522460938,-3.4198927879333496,1067105.461021464
blues.00000.6.wav,0,0.0072083827108144,0.3799087405204773,0.0002138055715477,42.79658889770508,0.0031662711407989,-16.100749969482422,-5.285390579956584e-05,22.849124908447266,3051.967041015625,-20.812578201293945,11.569771766662598,2146.503479192859,-10.30678367614746,18.391414642333984,-16.340839385986328,0.0070076184347271,125.25289916992188,241.7772521972656,-7.9374847412109375,1172362.7999236598
blues.00000.7.wav,0,0.0057449433952569,0.3318799436092376,-8.971934585133567e-05,38.8380126953125,0.0025459420867264,-17.368362426757812,1.8976545106852427e-05,17.81919288635254,1993.800537109375,-20.28654670715332,11.668596267700195,1979.3876121320984,-9.058530807495115,16.744558334350586,-16.39320945739746,0.0096670230850577,191.9271697998047,240.8697967529297,-4.241795539855957,317461.70079923235
blues.00000.8.wav,0,0.0070050153881311,0.3478773832321167,-5.871952453162521e-05,42.99452972412109,0.0025381641462445,-13.093650817871094,-8.13913211459294e-05,19.90250587463379,1945.646728515625,-31.377763748168945,8.280641555786133,1887.619723142195,-10.417048454284668,18.18878555297852,-18.395944595336918,0.0076127261854708,178.80691528320312,337.1656494140625,-7.179648399353027,1057632.632709114
blues.00000.9.wav,0,0.0044688270427286,0.3580612540245056,0.0001660402485867,53.65889739990234,0.0018460209248587,-13.6771240234375,-0.0001172478805528,23.62383270263672,3038.3125,-32.456787109375,9.418168067932127,1874.1957101296143,-15.09278392791748,15.453572273254396,-20.049434661865234,0.0061612748540937,130.0530242919922,155.98602294921875,-4.564155101776123,445157.89217853686
