filename,label,perceptr_var,perceptr_mean,mfcc4_mean,chroma_stft_mean,harmony_mean,rms_var,harmony_var,mfcc9_mean,tempo,spectral_bandwidth_mean,mfcc6_mean,mfcc11_mean,mfcc3_mean,mfcc1_var,chroma_stft_var,mfcc3_var,mfcc2_mean,rolloff_var,mfcc5_mean,mfcc10_mean
blues.00000.0.wav,0,0.0055351927876472,-6.816183304181322e-05,41.32148361206055,0.3354063630104065,-7.848480163374916e-05,0.0035210042260587,0.0083535900339484,-14.633434295654297,129.19921875,1972.7443881356733,20.115140914916992,-9.70827865600586,-23.443723678588867,2440.28662109375,0.0910482928156852,364.0817260742188,125.08362579345705,1080789.8855805043,-5.976108074188232,10.270526885986328
blues.00000.1.wav,0,0.0048535047098994,-0.0001033452499541,50.12838745117188,0.3430653512477875,-9.894942195387556e-05,0.0014496854273602,0.004950363188982,-12.465917587280272,123.046875,2010.0515008132973,21.385400772094727,-11.73255443572998,-20.718019485473636,2038.34423828125,0.0861465260386467,231.97976684570312,122.42122650146484,672244.7602729121,-11.33330249786377,17.898168563842773
blues.00000.2.wav,0,0.0043569784611463,6.5055770392064e-05,50.18929290771485,0.346814751625061,-6.564203067682683e-05,0.004620399326086,0.0124759310856461,-13.216636657714844,123.046875,2084.5651317448537,24.650375366210938,-7.991464614868164,-14.81166648864746,3798.5322265625,0.0922428891062736,192.4480743408203,115.08517456054688,790712.679630518,-0.6808194518089294,10.406024932861328
blues.00000.3.wav,0,0.0059267855249345,1.8252801964990795e-05,39.76930618286133,0.3636387884616852,-1.3756884072790854e-05,0.0024475634563714,0.0083182463422417,-13.755462646484377,123.046875,1960.0399882877423,20.4681339263916,-12.648886680603027,-18.75833511352539,2508.781005859375,0.0868561565876007,109.35752868652344,132.1165008544922,921652.4005015574,-13.260425567626951,12.993759155273438
blues.00000.4.wav,0,0.0058326870203018,-0.0001059828355209,40.1717529296875,0.3355794250965118,4.0538587199989706e-05,0.0017008861759677,0.0096341138705611,-18.274682998657227,123.046875,1948.503884411432,18.734617233276367,-5.792194366455078,-19.961748123168945,2118.919921875,0.0881285443902015,171.87875366210938,134.64364624023438,610211.0618210402,-14.271939277648926,14.316693305969238
blues.00000.5.wav,0,0.0055010481737554,-0.0002542634319979,47.21832275390625,0.3766697347164154,-3.949811070924625e-05,0.0035825634840875,0.0082083260640501,-12.423593521118164,129.19921875,2152.767854214608,19.724773406982425,-10.47211456298828,-13.614381790161133,1920.3602294921875,0.0897021070122718,93.95785522460938,111.50997924804688,1067105.461021464,-12.299808502197266,12.252741813659668
blues.00000.6.wav,0,0.0072083827108144,0.0002138055715477,42.79658889770508,0.3799087405204773,-5.285390579956584e-05,0.0031662711407989,0.0070076184347271,-16.100749969482422,123.046875,2146.503479192859,22.849124908447266,-10.30678367614746,-20.812578201293945,3051.967041015625,0.0888273119926452,241.7772521972656,117.01033020019533,1172362.7999236598,-9.79063606262207,15.335210800170898
blues.00000.7.wav,0,0.0057449433952569,-8.971934585133567e-05,38.8380126953125,0.3318799436092376,1.8976545106852427e-05,0.0025459420867264,0.0096670230850577,-17.368362426757812,123.046875,1979.3876121320984,17.81919288635254,-9.058530807495115,-20.28654670715332,1993.800537109375,0.092118851840496,240.8697967529297,127.6955108642578,317461.70079923235,-12.65810489654541,11.820992469787598
blues.00000.8.wav,0,0.0070050153881311,-5.871952453162521e-05,42.99452972412109,0.3478773832321167,-8.13913211459294e-05,0.0025381641462445,0.0076127261854708,-13.093650817871094,123.046875,1887.619723142195,19.90250587463379,-10.417048454284668,-31.377763748168945,1945.646728515625,0.0942091718316078,337.1656494140625,129.03921508789062,1057632.632709114,-6.005670070648193,13.785285949707031
blues.00000.9.wav,0,0.0044688270427286,0.0001660402485867,53.65889739990234,0.3580612540245056,-0.0001172478805528,0.0018460209248587,0.0061612748540937,-13.6771240234375,123.046875,1874.1957101296143,23.62383270263672,-15.09278392791748,-32.456787109375,3038.3125,0.0829570963978767,155.98602294921875,126.76490020751952,445157.89217853686,-1.761399507522583,11.425658226013184
